A	Coef	t	p.value	p.value.adj	F	F.p.value	group2 - group1
8.63	0.279	1.55	0.20217	1	2.4	0.20217	0
5.88	3.062	3.31	0.03345	1	10.97	0.03345	0
8.32	0.07	0.23	0.82795	1	0.05	0.82795	0
6.77	-0.519	-2.99	0.04471	1	8.94	0.04471	0
6.48	-0.829	-2.11	0.10813	1	4.46	0.10813	0
5.57	0.002	0	0.99657	1	0	0.99657	0
4.67	0.358	0.53	0.62955	1	0.28	0.62955	0
7.02	-0.021	-0.04	0.97226	1	0	0.97226	0
6.6	0.391	0.84	0.45417	1	0.7	0.45417	0
4.56	-0.056	-0.31	0.77468	1	0.09	0.77468	0
7.69	-0.42	-2.25	0.0929	1	5.08	0.0929	0
5.36	-0.593	-1.63	0.18395	1	2.66	0.18395	0
6.24	-0.618	-0.98	0.38482	1	0.97	0.38482	0
4.06	0.001	0	0.99872	1	0	0.99872	0
6.95	-0.027	-0.02	0.98533	1	0	0.98533	0
7.21	-0.746	-1.16	0.31438	1	1.35	0.31438	0
6.74	-0.023	-0.15	0.89216	1	0.02	0.89216	0
5.57	-0.059	-0.23	0.83135	1	0.05	0.83135	0
3.3	-0.186	-1.08	0.34617	1	1.16	0.34617	0
6.87	-0.46	-1.48	0.21849	1	2.19	0.21849	0
6.91	0.167	0.86	0.44188	1	0.74	0.44188	0
5.91	-0.814	-1.23	0.29083	1	1.52	0.29083	0
7.69	0.174	1.02	0.37106	1	1.03	0.37106	0
8.16	-0.528	-2.24	0.09402	1	5.03	0.09402	0
5.99	-1.458	-7.06	0.00286	1	49.91	0.00286	0
5.81	-2.099	-8.25	0.00166	1	68.05	0.00166	0
3.09	0.516	1.95	0.12859	1	3.81	0.12859	0
6.22	-0.189	-1	0.37756	1	1	0.37756	0
6.66	0.987	0.59	0.5868	1	0.35	0.5868	0
7.11	-0.112	-0.4	0.70844	1	0.16	0.70844	0
6.46	0.067	0.22	0.83806	1	0.05	0.83806	0
6.01	-0.188	-1.12	0.33157	1	1.25	0.33157	0
4.54	0.505	1.1	0.33669	1	1.22	0.33669	0
4.39	0.161	0.47	0.66726	1	0.22	0.66726	0
7.82	-0.979	-0.74	0.50227	1	0.55	0.50227	0
6.78	-0.09	-0.41	0.70584	1	0.17	0.70584	0
6.95	-0.445	-0.95	0.40021	1	0.9	0.40021	0
8	0.319	1.77	0.15829	1	3.12	0.15829	0
8.99	0.104	0.59	0.58899	1	0.35	0.58899	0
4.2	0.188	1.1	0.33615	1	1.22	0.33615	0
6.82	-0.593	-1.33	0.2608	1	1.76	0.2608	0
6.8	0.168	0.7	0.52706	1	0.49	0.52706	0
5.82	-0.302	-1.91	0.13544	1	3.63	0.13544	0
6.53	-0.315	-1.76	0.15897	1	3.1	0.15897	0
6.25	-0.89	-1.84	0.1457	1	3.38	0.1457	0
7.15	-0.118	-0.58	0.5976	1	0.33	0.5976	0
6.37	-0.207	-1.07	0.35076	1	1.14	0.35076	0
5.72	0.453	0.92	0.41394	1	0.85	0.41394	0
7.43	0.19	0.39	0.71498	1	0.16	0.71498	0
7.13	-0.597	-0.83	0.45798	1	0.69	0.45798	0
4.94	-0.244	-0.45	0.68079	1	0.2	0.68079	0
4.52	0.164	0.61	0.57901	1	0.37	0.57901	0
6.92	0.062	0.25	0.81554	1	0.06	0.81554	0
7.18	0.089	0.37	0.72981	1	0.14	0.72981	0
6.68	0.088	0.4	0.7083	1	0.16	0.7083	0
7.25	0.659	1.33	0.25839	1	1.78	0.25839	0
8.05	-0.053	-0.13	0.90362	1	0.02	0.90362	0
6.52	-0.243	-0.49	0.65213	1	0.24	0.65213	0
5.97	0.626	1.48	0.2191	1	2.19	0.2191	0
7.3	0.632	1.45	0.22657	1	2.1	0.22657	0
7.06	-0.28	-0.83	0.45575	1	0.69	0.45575	0
8.19	-0.153	-0.82	0.46193	1	0.67	0.46193	0
8.3	0.069	0.21	0.84173	1	0.05	0.84173	0
5.17	0.527	1.34	0.25622	1	1.8	0.25622	0
5.99	0.462	0.45	0.67839	1	0.2	0.67839	0
6.78	0.523	1.52	0.21018	1	2.3	0.21018	0
7.66	0.106	0.35	0.74606	1	0.12	0.74606	0
8.45	-0.045	-0.07	0.9479	1	0	0.9479	0
6.61	0.202	0.87	0.43833	1	0.75	0.43833	0
6.97	0.145	0.5	0.64453	1	0.25	0.64453	0
5.45	0.514	2.47	0.07468	1	6.08	0.07468	0
4.34	0.028	0.15	0.88712	1	0.02	0.88712	0
5.49	0.075	0.12	0.90981	1	0.01	0.90981	0
6.2	-0.038	-0.09	0.93323	1	0.01	0.93323	0
6.76	0.108	0.57	0.60453	1	0.32	0.60453	0
5.49	-0.572	-1.76	0.15899	1	3.1	0.15899	0
8.23	-0.592	-1.56	0.2008	1	2.42	0.2008	0
7.96	-0.246	-1.26	0.28226	1	1.58	0.28226	0
6.43	-1.153	-3.36	0.03201	1	11.3	0.03201	0
4.7	-0.557	-2.67	0.06082	1	7.13	0.06082	0
5.27	-1.318	-2.24	0.09464	1	5	0.09464	0
6.36	-0.021	-0.04	0.97234	1	0	0.97234	0
6.19	-0.381	-0.64	0.55873	1	0.41	0.55873	0
5.58	-0.492	-2.5	0.07211	1	6.25	0.07211	0
6.02	0.489	1.11	0.3326	1	1.24	0.3326	0
7.15	0.287	1.46	0.22299	1	2.14	0.22299	0
7.24	-0.333	-0.3	0.77773	1	0.09	0.77773	0
6.12	-0.085	-0.13	0.90409	1	0.02	0.90409	0
5.48	-0.207	-1.01	0.37458	1	1.02	0.37458	0
6.44	-0.089	-0.51	0.63993	1	0.26	0.63993	0
6.19	0.813	2.74	0.05661	1	7.52	0.05661	0
7.36	0.407	0.95	0.40006	1	0.9	0.40006	0
7.5	0.084	0.45	0.6769	1	0.2	0.6769	0
5.79	-0.473	-0.71	0.51996	1	0.5	0.51996	0
7.37	-0.19	-0.55	0.61607	1	0.3	0.61607	0
6.67	-1.104	-2.27	0.09124	1	5.16	0.09124	0
5.48	-0.239	-1.45	0.22628	1	2.1	0.22628	0
6.17	0.201	0.99	0.38447	1	0.97	0.38447	0
7.09	-0.426	-0.79	0.47785	1	0.62	0.47785	0
7.86	-0.51	-1.5	0.2127	1	2.26	0.2127	0
5.86	-0.567	-1.82	0.14878	1	3.32	0.14878	0
6.54	-0.319	-1.25	0.28591	1	1.55	0.28591	0
6.13	-1.052	-2.33	0.08612	1	5.41	0.08612	0
6.24	2.324	3.23	0.03602	1	10.42	0.03602	0
6.81	-0.512	-2.5	0.07187	1	6.26	0.07187	0
8.23	-0.155	-0.22	0.83839	1	0.05	0.83839	0
8.61	0.265	0.71	0.52168	1	0.5	0.52168	0
4.54	-0.299	-1.58	0.19479	1	2.5	0.19479	0
7.91	-0.601	-1.89	0.13844	1	3.56	0.13844	0
8.33	-0.896	-1.06	0.35556	1	1.11	0.35556	0
6.3	0.097	0.17	0.873	1	0.03	0.873	0
6.21	0.431	0.77	0.48526	1	0.6	0.48526	0
5.26	0.293	1.35	0.253	1	1.83	0.253	0
6.18	-0.566	-2.18	0.10103	1	4.73	0.10103	0
7.39	0.023	0.06	0.95496	1	0	0.95496	0
7.22	-0.143	-0.5	0.64228	1	0.25	0.64228	0
6.29	0.728	1	0.37812	1	1	0.37812	0
7.2	-0.747	-1.28	0.2757	1	1.63	0.2757	0
7.6	-0.021	-0.08	0.94351	1	0.01	0.94351	0
7.15	-0.205	-0.9	0.42129	1	0.82	0.42129	0
7.05	0.235	1.37	0.24706	1	1.89	0.24706	0
8.2	-0.317	-0.5	0.64573	1	0.25	0.64573	0
5.74	0.511	1.56	0.1997	1	2.43	0.1997	0
6.65	0.241	0.41	0.70244	1	0.17	0.70244	0
7.68	-0.096	-0.24	0.82376	1	0.06	0.82376	0
6.39	-0.402	-1.17	0.31075	1	1.38	0.31075	0
7.12	-0.325	-1.31	0.26495	1	1.72	0.26495	0
6.29	-0.023	-0.11	0.91907	1	0.01	0.91907	0
6.53	0.095	0.18	0.86748	1	0.03	0.86748	0
7.01	-1.27	-1.66	0.1788	1	2.75	0.1788	0
4.57	0.151	0.56	0.60675	1	0.32	0.60675	0
6.17	-0.148	-0.63	0.56635	1	0.4	0.56635	0
4.45	-0.759	-2.7	0.05887	1	7.31	0.05887	0
7.01	0.403	1.41	0.23743	1	1.98	0.23743	0
7.95	0.68	0.71	0.5216	1	0.5	0.5216	0
5.93	-0.662	-1.41	0.23587	1	2	0.23587	0
6.29	0.224	0.86	0.44122	1	0.74	0.44122	0
3.71	-0.004	-0.03	0.98047	1	0	0.98047	0
6.51	-0.292	-0.96	0.39784	1	0.91	0.39784	0
6.95	0.047	0.29	0.78721	1	0.08	0.78721	0
4.67	0.7	1.78	0.1556	1	3.17	0.1556	0
4.01	0.137	0.79	0.47665	1	0.63	0.47665	0
3.46	-0.025	-0.15	0.8893	1	0.02	0.8893	0
3.41	0.006	0.03	0.97819	1	0	0.97819	0
7.51	-0.756	-1.71	0.16773	1	2.94	0.16773	0
7.28	-0.805	-1.35	0.25346	1	1.83	0.25346	0
4.74	-0.824	-1.17	0.31241	1	1.37	0.31241	0
6.35	-0.591	-0.52	0.63146	1	0.27	0.63146	0
5.99	-0.142	-0.92	0.41433	1	0.84	0.41433	0
4.2	-0.206	-0.42	0.69614	1	0.18	0.69614	0
6.07	1.922	1.72	0.16652	1	2.96	0.16652	0
8.2	1.596	3.9	0.0205	1	15.19	0.0205	0
5.21	0.021	0.08	0.9389	1	0.01	0.9389	0
6.41	-0.249	-1.17	0.31271	1	1.36	0.31271	0
6.43	-0.354	-1.87	0.14028	1	3.51	0.14028	0
6.93	0.031	0.12	0.91339	1	0.01	0.91339	0
5.67	-0.144	-0.67	0.54388	1	0.45	0.54388	0
5.3	0.061	0.17	0.87311	1	0.03	0.87311	0
7.72	-0.053	-0.14	0.89827	1	0.02	0.89827	0
8.53	-0.736	-1.32	0.2627	1	1.74	0.2627	0
6.72	0.293	0.29	0.78704	1	0.08	0.78704	0
6.94	-0.525	-2.36	0.08299	1	5.58	0.08299	0
7.74	0.97	4.43	0.01369	1	19.64	0.01369	0
10.24	0.008	0.02	0.98438	1	0	0.98438	0
5.68	0.163	0.48	0.65868	1	0.23	0.65868	0
7.22	-0.826	-3.3	0.03374	1	10.9	0.03374	0
5.58	0.073	0.34	0.75506	1	0.11	0.75506	0
5.22	-0.15	-0.32	0.7681	1	0.1	0.7681	0
5.42	-1.004	-6.38	0.00407	1	40.68	0.00407	0
6.97	-1.183	-2.8	0.05335	1	7.86	0.05335	0
6.21	0.406	0.21	0.84511	1	0.04	0.84511	0
6.04	0.97	0.43	0.6916	1	0.18	0.6916	0
6.24	-1.183	-1.28	0.274	1	1.65	0.274	0
6.66	-0.049	-0.24	0.8215	1	0.06	0.8215	0
6.73	-1.043	-2.96	0.04589	1	8.78	0.04589	0
7.06	0.111	0.55	0.61198	1	0.31	0.61198	0
3.66	0.227	1.27	0.27847	1	1.61	0.27847	0
7.08	-0.03	-0.12	0.91015	1	0.01	0.91015	0
5.5	0.037	0.18	0.87024	1	0.03	0.87024	0
6.14	-0.284	-1.25	0.28598	1	1.55	0.28598	0
6.71	0.356	1.27	0.27706	1	1.62	0.27706	0
6.09	0.507	1.63	0.1849	1	2.65	0.1849	0
6.1	1.859	1.98	0.12486	1	3.92	0.12486	0
7.61	0.431	1.31	0.26734	1	1.7	0.26734	0
6.53	-0.754	-1.98	0.12518	1	3.91	0.12518	0
6.96	-0.82	-1.59	0.19352	1	2.52	0.19352	0
5.54	-0.099	-0.33	0.75637	1	0.11	0.75637	0
6.89	0.06	0.3	0.78375	1	0.09	0.78375	0
6.68	0.372	1.97	0.12605	1	3.88	0.12605	0
8.4	-0.223	-1.21	0.2995	1	1.45	0.2995	0
5.75	-1.002	-2.96	0.04608	1	8.75	0.04608	0
7.46	-0.13	-0.17	0.87596	1	0.03	0.87596	0
7.82	-0.164	-0.28	0.79773	1	0.08	0.79773	0
6.81	-0.189	-0.49	0.65236	1	0.24	0.65236	0
4.14	-0.04	-0.09	0.93119	1	0.01	0.93119	0
5.68	0.231	0.84	0.45165	1	0.71	0.45165	0
6.78	0.597	1.32	0.26325	1	1.74	0.26325	0
6.84	0.598	1.42	0.23391	1	2.02	0.23391	0
7.63	0.564	2.39	0.08086	1	5.7	0.08086	0
4.94	0.216	1.31	0.26493	1	1.72	0.26493	0
7.41	-0.435	-1.49	0.2158	1	2.23	0.2158	0
4.37	0.024	0.1	0.92674	1	0.01	0.92674	0
3.93	0.48	2.14	0.10461	1	4.59	0.10461	0
5.51	0.087	0.21	0.84269	1	0.05	0.84269	0
5.67	0.745	1.39	0.24282	1	1.93	0.24282	0
6.78	0.166	0.43	0.68987	1	0.19	0.68987	0
6.92	-0.047	-0.09	0.93548	1	0.01	0.93548	0
6.81	0.473	2.28	0.09014	1	5.21	0.09014	0
6.62	-0.314	-1.17	0.31258	1	1.37	0.31258	0
8.24	0.65	2.35	0.08446	1	5.5	0.08446	0
7.57	0.169	1.04	0.36216	1	1.08	0.36216	0
6.81	0.06	0.25	0.81929	1	0.06	0.81929	0
6.56	-0.621	-1.38	0.24615	1	1.9	0.24615	0
6	-0.27	-0.81	0.469	1	0.65	0.469	0
7.52	0.345	1.84	0.14622	1	3.37	0.14622	0
5.61	0.062	0.15	0.88767	1	0.02	0.88767	0
5.23	-0.134	-0.46	0.67372	1	0.21	0.67372	0
7.09	-0.318	-0.4	0.71277	1	0.16	0.71277	0
8.99	0.763	3.28	0.03427	1	10.78	0.03427	0
3.62	-0.003	-0.02	0.98678	1	0	0.98678	0
4.08	-0.181	-0.66	0.54552	1	0.44	0.54552	0
6.9	-0.571	-1.94	0.13011	1	3.77	0.13011	0
6.22	-1.022	-1.75	0.16026	1	3.08	0.16026	0
6.72	0.012	0.07	0.94422	1	0.01	0.94422	0
3.71	0.08	0.51	0.63843	1	0.26	0.63843	0
4.51	0.115	0.43	0.6878	1	0.19	0.6878	0
6.98	0.099	0.29	0.79009	1	0.08	0.79009	0
8.98	-0.493	-1.23	0.29032	1	1.52	0.29032	0
4.51	0.056	0.28	0.79225	1	0.08	0.79225	0
5.11	0.046	0.29	0.78491	1	0.09	0.78491	0
7.39	0.355	1.59	0.19345	1	2.52	0.19345	0
5.58	0.032	0.08	0.94241	1	0.01	0.94241	0
6.78	0.543	1.95	0.12914	1	3.8	0.12914	0
5.89	-0.56	-1.2	0.30226	1	1.43	0.30226	0
5.67	0.187	0.33	0.75885	1	0.11	0.75885	0
6.9	-0.21	-0.85	0.44725	1	0.72	0.44725	0
5.31	-0.05	-0.28	0.79746	1	0.08	0.79746	0
5.33	0.526	1.89	0.13732	1	3.58	0.13732	0
8.32	-0.417	-1.27	0.27813	1	1.61	0.27813	0
7.49	-0.504	-1.27	0.27898	1	1.61	0.27898	0
5	0.085	0.41	0.70749	1	0.16	0.70749	0
7.12	0.584	0.52	0.63187	1	0.27	0.63187	0
6.38	0.984	0.83	0.45636	1	0.69	0.45636	0
9.15	0.375	0.94	0.40366	1	0.89	0.40366	0
5.83	1.286	0.75	0.4983	1	0.56	0.4983	0
3.92	-0.044	-0.22	0.83727	1	0.05	0.83727	0
3.69	-0.036	-0.2	0.84868	1	0.04	0.84868	0
5.93	3.101	2.85	0.05086	1	8.15	0.05086	0
6.81	1.918	1.17	0.31303	1	1.36	0.31303	0
6.04	-0.345	-2.01	0.12131	1	4.02	0.12131	0
7.35	-0.872	-1.68	0.17481	1	2.81	0.17481	0
4.33	0.48	0.75	0.49838	1	0.56	0.49838	0
8	-0.438	-0.92	0.41351	1	0.85	0.41351	0
7.82	-0.532	-1.65	0.1803	1	2.72	0.1803	0
6.65	-0.31	-0.21	0.84541	1	0.04	0.84541	0
6.36	-0.676	-1.73	0.16428	1	3	0.16428	0
6.49	-0.099	-0.2	0.85494	1	0.04	0.85494	0
6.55	0.296	0.66	0.54956	1	0.43	0.54956	0
10.07	0.251	0.83	0.45887	1	0.68	0.45887	0
7.17	0.01	0.02	0.9826	1	0	0.9826	0
4.85	-0.017	-0.09	0.93064	1	0.01	0.93064	0
5.45	-0.111	-0.15	0.88993	1	0.02	0.88993	0
8.98	-0.043	-0.08	0.94363	1	0.01	0.94363	0
6.4	0.183	1.02	0.37146	1	1.03	0.37146	0
6.88	-0.49	-0.73	0.51159	1	0.53	0.51159	0
7.59	0.875	2.07	0.11284	1	4.3	0.11284	0
6.28	-0.393	-2.09	0.1104	1	4.38	0.1104	0
6.57	-0.519	-1.05	0.35651	1	1.11	0.35651	0
6.28	0.061	0.22	0.83744	1	0.05	0.83744	0
7.42	-0.248	-0.55	0.61355	1	0.3	0.61355	0
6.02	1.636	1.72	0.16741	1	2.94	0.16741	0
5.77	0.219	1.42	0.23497	1	2.01	0.23497	0
5.39	0.02	0.04	0.96894	1	0	0.96894	0
4.83	-0.132	-0.35	0.7422	1	0.13	0.7422	0
5.8	0.102	0.41	0.70333	1	0.17	0.70333	0
6.95	0.533	1.04	0.36206	1	1.08	0.36206	0
6.53	0.033	0.06	0.95656	1	0	0.95656	0
8.96	0.495	0.59	0.58782	1	0.35	0.58782	0
6.3	-0.45	-0.76	0.49345	1	0.58	0.49345	0
7.7	-0.385	-0.66	0.54732	1	0.44	0.54732	0
7.91	0.121	0.47	0.6671	1	0.22	0.6671	0
5.09	2.253	1.48	0.21769	1	2.2	0.21769	0
7.26	1.119	1.44	0.23031	1	2.06	0.23031	0
7.61	0.044	0.1	0.92917	1	0.01	0.92917	0
7.57	-0.129	-0.69	0.52907	1	0.48	0.52907	0
7.05	-0.6	-0.65	0.55237	1	0.43	0.55237	0
6.6	-0.499	-0.46	0.67293	1	0.21	0.67293	0
3.75	-1.437	-1.33	0.26114	1	1.76	0.26114	0
5.78	-0.487	-0.83	0.45888	1	0.68	0.45888	0
7.22	-0.618	-1.86	0.14202	1	3.47	0.14202	0
6.04	0.082	0.47	0.66558	1	0.22	0.66558	0
5.05	0.359	1.16	0.3151	1	1.35	0.3151	0
8.34	-0.531	-2.77	0.05514	1	7.67	0.05514	0
6.48	-0.574	-1.46	0.22284	1	2.14	0.22284	0
7.12	0.547	0.76	0.49418	1	0.57	0.49418	0
7.02	-1.147	-3	0.04441	1	8.99	0.04441	0
6.91	-1.014	-4.27	0.01538	1	18.26	0.01538	0
7.51	0.222	0.51	0.63658	1	0.26	0.63658	0
6.55	-0.259	-1.28	0.2758	1	1.63	0.2758	0
7.03	-0.087	-0.32	0.76625	1	0.1	0.76625	0
7.26	-0.226	-0.09	0.93283	1	0.01	0.93283	0
9.13	-0.704	-1.5	0.21329	1	2.26	0.21329	0
7.97	0.223	0.43	0.68956	1	0.19	0.68956	0
7.13	-0.867	-1.8	0.153	1	3.23	0.153	0
4.82	0.093	0.37	0.73452	1	0.13	0.73452	0
7.86	-0.031	-0.07	0.94662	1	0.01	0.94662	0
7.17	0.033	0.14	0.89925	1	0.02	0.89925	0
6.47	-0.959	-1.56	0.19971	1	2.43	0.19971	0
4.52	0.003	0.02	0.98395	1	0	0.98395	0
9.64	-0.721	-2.21	0.09771	1	4.87	0.09771	0
5.77	0.196	1.27	0.27813	1	1.61	0.27813	0
6.1	-0.108	-0.59	0.59142	1	0.34	0.59142	0
5.97	-0.132	-0.55	0.61246	1	0.31	0.61246	0
7.51	0.481	1	0.37958	1	0.99	0.37958	0
6.64	0.196	0.39	0.7185	1	0.15	0.7185	0
5.97	0.361	1.85	0.14458	1	3.41	0.14458	0
6.8	0.14	0.76	0.49245	1	0.58	0.49245	0
6.49	0.128	0.78	0.48483	1	0.6	0.48483	0
5.34	0.092	0.42	0.70113	1	0.17	0.70113	0
4.9	-0.036	-0.19	0.85975	1	0.04	0.85975	0
5.85	-0.207	-1.21	0.29936	1	1.46	0.29936	0
4.86	-0.526	-1.83	0.1468	1	3.36	0.1468	0
3.9	-0.215	-1.23	0.29264	1	1.5	0.29264	0
8.44	-1.199	-1.45	0.22545	1	2.11	0.22545	0
3.45	-0.28	-0.85	0.44745	1	0.72	0.44745	0
10.06	0.928	2.48	0.07368	1	6.14	0.07368	0
5.06	-0.17	-0.83	0.45784	1	0.69	0.45784	0
6.91	-0.183	-0.57	0.60027	1	0.33	0.60027	0
4.2	-0.139	-0.53	0.62745	1	0.28	0.62745	0
5.45	-0.399	-0.82	0.4626	1	0.67	0.4626	0
5.2	-0.027	-0.17	0.87342	1	0.03	0.87342	0
9.44	-0.44	-2.41	0.079	1	5.81	0.079	0
3.2	-0.215	-1.21	0.29937	1	1.46	0.29937	0
5.58	0.392	1.39	0.24239	1	1.93	0.24239	0
4.9	0.116	0.71	0.52228	1	0.5	0.52228	0
6.97	0.175	0.77	0.48931	1	0.59	0.48931	0
7.98	0.044	0.11	0.91768	1	0.01	0.91768	0
7.52	0.36	1.3	0.26991	1	1.68	0.26991	0
3.87	0.207	0.45	0.67689	1	0.2	0.67689	0
6.68	0.36	1.13	0.32803	1	1.27	0.32803	0
4.33	0.429	1.26	0.28304	1	1.58	0.28304	0
6.97	-0.169	-0.84	0.45019	1	0.71	0.45019	0
6.46	0.636	3.12	0.03965	1	9.74	0.03965	0
6.75	-1.096	-1.36	0.25121	1	1.85	0.25121	0
7.07	-1.77	-1.57	0.19655	1	2.48	0.19655	0
4.86	-0.286	-1.66	0.17874	1	2.75	0.17874	0
7.07	-0.653	-1.27	0.27905	1	1.61	0.27905	0
6.54	0.433	2.54	0.06939	1	6.44	0.06939	0
4.23	0.613	1.13	0.32601	1	1.28	0.32601	0
4.29	0.087	0.25	0.81461	1	0.06	0.81461	0
6.41	-0.421	-1.41	0.23779	1	1.98	0.23779	0
4.62	0.289	1.41	0.23696	1	1.99	0.23696	0
4.3	0.303	1.76	0.16001	1	3.08	0.16001	0
6.51	-0.14	-0.61	0.57856	1	0.37	0.57856	0
4.4	0.154	1	0.37971	1	0.99	0.37971	0
3.78	-0.11	-0.48	0.65903	1	0.23	0.65903	0
7.55	-1.198	-0.97	0.38954	1	0.95	0.38954	0
7.03	-1.303	-1.73	0.16548	1	2.98	0.16548	0
8.09	0.315	0.84	0.45318	1	0.7	0.45318	0
7.41	0.129	0.45	0.67468	1	0.21	0.67468	0
6.86	-0.488	-1.63	0.18397	1	2.66	0.18397	0
6.42	0.073	0.36	0.73962	1	0.13	0.73962	0
7.22	0.256	0.73	0.51088	1	0.53	0.51088	0
6.5	0.111	0.39	0.71811	1	0.15	0.71811	0
7.33	0.317	0.99	0.38386	1	0.97	0.38386	0
4.59	0.246	0.39	0.71906	1	0.15	0.71906	0
6.21	-0.645	-2.93	0.04752	1	8.56	0.04752	0
5.58	0.515	1.95	0.12955	1	3.79	0.12955	0
5.7	0.33	1.12	0.33181	1	1.25	0.33181	0
7.12	0.361	1.93	0.13133	1	3.74	0.13133	0
6.12	0.096	0.43	0.69136	1	0.18	0.69136	0
7.55	-0.028	-0.17	0.87407	1	0.03	0.87407	0
4.35	-0.392	-1.34	0.25558	1	1.81	0.25558	0
4.44	0.313	1.7	0.17051	1	2.89	0.17051	0
4.4	-0.011	-0.06	0.95535	1	0	0.95535	0
5.72	0.403	0.6	0.58112	1	0.36	0.58112	0
8.25	0.218	0.84	0.45138	1	0.71	0.45138	0
7.49	0.018	0.05	0.96416	1	0	0.96416	0
7.26	-0.465	-2.61	0.06437	1	6.83	0.06437	0
5.81	-0.156	-0.92	0.41208	1	0.85	0.41208	0
4.21	-0.6	-3.06	0.04189	1	9.37	0.04189	0
8.64	0.013	0.02	0.98744	1	0	0.98744	0
9.45	0.93	0.38	0.72719	1	0.14	0.72719	0
7.26	-0.293	-0.56	0.60538	1	0.32	0.60538	0
7.01	0.124	0.33	0.76018	1	0.11	0.76018	0
7.24	0.037	0.09	0.9352	1	0.01	0.9352	0
5.26	0.125	0.51	0.64136	1	0.26	0.64136	0
4.67	0.033	0.18	0.86802	1	0.03	0.86802	0
5.03	-0.074	-0.48	0.66126	1	0.23	0.66126	0
5.51	-0.363	-0.68	0.53537	1	0.47	0.53537	0
3.57	0.254	0.95	0.40181	1	0.9	0.40181	0
6.92	-1.208	-1.33	0.26033	1	1.76	0.26033	0
8.11	-0.233	-1.24	0.28746	1	1.54	0.28746	0
7.03	0.276	0.95	0.39986	1	0.9	0.39986	0
6.79	0.231	1.25	0.28482	1	1.56	0.28482	0
3.77	0.013	0.07	0.94859	1	0	0.94859	0
4.25	0.173	0.81	0.4645	1	0.66	0.4645	0
8.86	-0.467	-0.72	0.51236	1	0.52	0.51236	0
4.99	-0.274	-0.86	0.4432	1	0.74	0.4432	0
4.33	-0.255	-0.83	0.45447	1	0.7	0.45447	0
4.86	0.162	0.34	0.755	1	0.11	0.755	0
10.52	0.416	1.14	0.32108	1	1.31	0.32108	0
6.82	0.52	2.55	0.06856	1	6.5	0.06856	0
6.42	-0.996	-0.56	0.60655	1	0.32	0.60655	0
7.38	-0.25	-0.66	0.54816	1	0.44	0.54816	0
6.65	0.131	0.21	0.84603	1	0.04	0.84603	0
5.31	-0.991	-1.24	0.28735	1	1.54	0.28735	0
7.97	0.751	1.03	0.36413	1	1.07	0.36413	0
4	0.453	2.04	0.1169	1	4.16	0.1169	0
4.91	-0.008	-0.03	0.97473	1	0	0.97473	0
2.87	0.02	0.1	0.92367	1	0.01	0.92367	0
7	-0.538	-2.82	0.05235	1	7.97	0.05235	0
6.61	-0.624	-1.38	0.24583	1	1.9	0.24583	0
5.73	0.529	0.87	0.43769	1	0.76	0.43769	0
6.47	0.478	0.56	0.60623	1	0.32	0.60623	0
5.04	0.079	0.12	0.91128	1	0.01	0.91128	0
7.41	-0.364	-0.57	0.59974	1	0.33	0.59974	0
5.97	-1.645	-1	0.37955	1	0.99	0.37955	0
5.11	-1.689	-1.39	0.2439	1	1.92	0.2439	0
7.77	-0.223	-0.73	0.50772	1	0.54	0.50772	0
6.79	-0.352	-0.64	0.558	1	0.41	0.558	0
7.03	-0.056	-0.11	0.9159	1	0.01	0.9159	0
6.77	-0.056	-0.3	0.77932	1	0.09	0.77932	0
7.1	-0.525	-2.16	0.10309	1	4.65	0.10309	0
5.64	-0.43	-0.9	0.42317	1	0.81	0.42317	0
4.5	0.115	0.48	0.65993	1	0.23	0.65993	0
5.14	0.185	0.55	0.61289	1	0.3	0.61289	0
6.99	-0.493	-1.54	0.2037	1	2.38	0.2037	0
6.53	0.885	2.75	0.05633	1	7.55	0.05633	0
6.78	0.891	3.83	0.02157	1	14.7	0.02157	0
7.56	0.628	1.64	0.18198	1	2.7	0.18198	0
6.23	2.182	2.08	0.1118	1	4.33	0.1118	0
7.11	1.191	1.41	0.23645	1	1.99	0.23645	0
6.45	0.213	1.27	0.27732	1	1.62	0.27732	0
3.66	-0.217	-1.37	0.24843	1	1.87	0.24843	0
7.27	0.654	2.14	0.10448	1	4.6	0.10448	0
6.22	0.168	0.85	0.44885	1	0.72	0.44885	0
8.25	0.026	0.04	0.96854	1	0	0.96854	0
4.94	-0.303	-1.1	0.33952	1	1.2	0.33952	0
6.34	-0.006	-0.02	0.98867	1	0	0.98867	0
6.22	0.67	0.91	0.41947	1	0.82	0.41947	0
7.18	-0.907	-2.12	0.10689	1	4.51	0.10689	0
4.99	0.366	1.71	0.16825	1	2.93	0.16825	0
5.8	0.123	0.72	0.51583	1	0.51	0.51583	0
4.83	-0.694	-3.82	0.02179	1	14.6	0.02179	0
3.63	-0.309	-1.08	0.34607	1	1.16	0.34607	0
4.68	-0.011	-0.06	0.95543	1	0	0.95543	0
6.71	-0.905	-2.11	0.10822	1	4.46	0.10822	0
5.38	-0.195	-1.27	0.27942	1	1.6	0.27942	0
6.07	-0.244	-1.54	0.20519	1	2.36	0.20519	0
2.86	-0.143	-0.66	0.55092	1	0.43	0.55092	0
3.67	0.191	0.8	0.47127	1	0.64	0.47127	0
7.63	-1.324	-2.87	0.05027	1	8.22	0.05027	0
